id_encuesta;dni;fecha_llamada;hora_llamada;comunidad;edad;sexo;producto_contratado;importe_ultima_factura;satisfaccion_1_10;recomendaria;num_incidencias_previas;tipo_primera_incidencia;duracion_llamada_seg;operador
11114;15451957H;18/10/2026;18:09;CATALUÑA;40;h;Fibra600;51,86;;Sí;;;103;Federico Álvarez
10729;79376591Y;19-10-26;17:16;C. La Mancha;85;Hombre;Fibra+Móvil;93,78;;N;0;;755;Manuel Sánchez
11168;66600152M;2026-04-15;18:21;CASTILLA LA MANCHA;54;M;Fibra+Móvil;45.05;2;;1;Atención al cliente;296;Manuel Sánchez
10129;28892464Y;28-09-26;16:55;ANDALUCIA;85;m;Fibra 600Mb;69,75;2;n;0;;758;Menchu Rodríguez
10593;35704896M;2025-10-01;13:10;Castilla-La Mancha;83;Mujer;Fibra+Móvil;124,34;2;;3;facturacion;7;Manuel Sánchez
10076;93849718X;09/07/2025;11:56;Castilla-La Mancha;999;M;FIBRA + MOVIL;47,15;3;N;4;facturacion;308;Menchu Rodriguez
10981;67186202M;11/10/2025;16:57;C. Madrid;45;2;MOVIL 20GB;53.07;1;SI;0;;77;Ana Ruiz
10978;24447094T;2025-11-13;17:21;valencia;25;Hombre;tv premium;27,37;3;S;0;;842;Ana Ruiz
10377;28181822N;15-05-25;21:25;Castilla La Mancha ;25;h;MOVIL 20GB;165,92;6;N;2;Instalación;558;Menchu Rodríguez
10216;15272949B;2026-04-28;10:58;Madrid;999;2;Fibra+Móvil;104,28;8;n;3;Atención al cliente;11200;Luciano Gómez
10390;81669547A;2025-12-13;14:34;CASTILLA LA MANCHA;21;1;FIBRA + MOVIL;55.19;8;Sí;0;;655;Ana Ruiz
10446;78978077M;12-06-26;13:19;Catalunya;65;H;FIBRA + MOVIL;59,12;3;NO;4;;50;Luciano Gómez
10088;78380457T;11/11/2025;13:10;Andalucia;84;1;TV Premium;32,98;5;s;;;94;Federico Álvarez
11177;44641475W;24/10/2025;18:34;madrid;86;Hombre;FIBRA 600;134.14;3;SI;0;;448;Manuel Sánchez
11108;54931194R;19/05/2026;08:37;VALENCIA;;2;TV Premium;160,88 €;;No;2;AVERIA TECNICA;888;Luciano Gómez
10699;94933352P;2025-07-01;15:13;C. Madrid;47;2;TV Premium;56,51;8;s;1;Facturación;7;Menchu Rodríguez
10605;64138058V;09/10/2026;10:23;madrid;22;H;Fibra 600Mb;163,53;2;NO;1;Portabilidad;4;Ana Ruiz
10785;46980133E;25/04/2026;19:54;VALENCIA;66;2;Móvil 20GB;;5;;4;;696;Ana Ruiz
10589;66492541Y;28/09/2026;12:45;Cataluña;199;Hombre;Móvil 50GB;67,44;10;N;4;;644;Federico Álvarez
10210;39009695W;07/10/2025;20:47;C. Madrid;40;H;Móvil 50GB;117,64;10;n;;;305;Federico Álvarez
10180;47030216P;01/26/2025;10:10;Catalunya;55;2;FIBRA + MOVIL;;;Sí;1;Facturación;4;Luciano Gómez
10504;47651929V;07/05/2026;11:00;madrid;199;Hombre;TV Premium;29,75;3;S;0;;578;Menchu Rodriguez
10063;46257871P;18/07/2026;13:20;ANDALUCIA;58;1;Fibra 600Mb;160.13;10;SI;1;;678;Luciano Gómez
10143;77509988Q;04/08/2025;19:21;CLM;31;H;tv premium;113,02 €;1;No;1;;73;Menchu Rodriguez
10587;45538407L;22-06-25;11:03;Andalucía;87;1;TV Premium;109,71;2;s;4;;81;Ana Ruiz
10478;35030787D;25/07/2026;19:46;madrid;65;2;Móvil 20GB;186,85;1;;0;;140;Gertrudis Pérez
10075;74586393T;18/04/2026;15:24;CLM;20;M;TV Premium;82,28;3;s;1;;265;Federico Álvarez
10054;64588506X;20/12/2025;21:39;VALENCIA;88;H;Móvil 50GB;15725;4;N;0;;810;Ana Ruiz
10640;44782007E;11/10/2026;14:51;madrid;20;H;FIBRA + MOVIL;;5;SI;2;Portabilidad;144;Ana Ruiz
10096;80986084H;22/10/2026;14:40;Catalunya;82;m;Fibra600;42.41;6;N;1;AVERIA TECNICA;255;Menchu Rodríguez
10993;87767923R;04/05/2026;17:39;Castilla La Mancha ;;Mujer;Móvil 50GB;51,71;1;;2;AVERIA TECNICA;158;Luciano Gómez
10903;77101954J;2025-12-15;19:37;Comunidad de Madrid;51;1;Móvil 20GB;24.31;9;S;2;;790;Manuel Sánchez
10428;90448706D;13/08/2025;17:13;madrid;47;m;TV Premium;94,71;7;NO;1;AVERIA TECNICA;260;Ana Ruiz
10265;56763282E;2025-10-04;18:29;Comunidad de Madrid;;h;Móvil 20GB;178.56;;N;0;;185;Menchu Rodriguez
10714;78767590G;16/01/2025;14:05;Comunidad Valenciana;65;H;tv premium;120.97;4;;;;7;Federico Álvarez
10163;25608730X;13/10/2025;14:26;ANDALUCIA;43;1;Móvil 20GB;35,79 €;9;Sí;;;183;Ana Ruiz
10681;24486810Z;03-11-25;16:31;castilla la mancha;25;Hombre;FIBRA + MOVIL;181,64;4;S;1;facturacion;567;Ana Ruiz
10092;43274685N;01/10/2025;17:35;Castilla La Mancha ;56;h;Móvil 50GB;29.05;8;N;0;;208;Manuel Sánchez
10975;89063350K;2026-01-22;12:38;C. Madrid;62;m;Móvil 20GB;129,69;2;Sí;1;facturacion;892;Menchu Rodriguez
10177;42051387Y;25/10/2026;14:40;Comunidad de Madrid;62;m;Móvil 20GB;161.46;8;No;1;Atención al cliente;8400;Luciano Gómez
10726;54384065X;24-12-26;09:00;Castilla la Mancha;999;2;MOVIL 20GB;109.46;;S;2;Instalación;70;Menchu Rodriguez
10899;58356549G;04/02/2026;08:38;Comunidad de Madrid;52;Mujer;Fibra 600Mb;57.59;4;n;4;Facturación;443;Federico Álvarez
10282;93957158N;01/03/2025;17:25;Castilla-La Mancha;199;h;MOVIL 20GB;;6;SI;0;;378;Menchu Rodríguez
10220;70976327K;12/08/2026;13:48;VALENCIA;75;Hombre;Fibra 600Mb;176,71;1;NO;0;;379;Gertrudis Pérez
11116;86400921Q;05/05/2026;10:34;castilla la mancha;85;M;Móvil 50GB;29,70;2;n;0;;556;Ana Ruiz
10547;50988478D;18/05/2026;20:59;Catalunya;55;1;Fibra+Móvil;166,67;3;S;;;330;Ana Ruiz
10162;33826154S;18/11/2026;12:24;castilla la mancha;60;h;Móvil 50GB;88,52;7;s;1;Instalación;611;Luciano Gómez
10222;95834377E;02/03/2026;17:16;Madrid;199;m;Fibra600;144.40;;n;4;Facturación;675;Gertrudis Pérez
10330;39041260B;17/06/2025;16:53;Madrid;33;Hombre;TV Premium;125,71;3;N;1;facturacion;660;Luciano Gómez
10460;18961090G;2025-09-09;16:14;Cataluña;29;Mujer;Móvil 20GB;54,60;7;NO;0;;631;Ana Ruiz
10607;22434887J;18-10-26;09:34;Cataluña;45;M;Fibra+Móvil;75.49;10;Sí;0;;52;Federico Álvarez
10452;63127882A;26/08/2025;15:18;ANDALUCIA;0;Mujer;MOVIL 20GB;116,18;9;Sí;0;;618;Ana Ruiz
10888;32341650T;13-04-25;21:12;Castilla-La Mancha;32;1;Fibra+Móvil;24,96;2;S;;;485;Ana Ruiz
10688;34268474X;19-04-25;16:50;Catalunya;20;Mujer;FIBRA + MOVIL;59,67;;;2;Portabilidad;149;Gertrudis Pérez
10508;41189882J;01/10/2026;14:51;Castilla La Mancha ;29;2;MOVIL 20GB;32,49;10;Sí;1;;11200;Gertrudis Pérez
10457;64651229E;15-09-26;21:35;andalucía;37;m;TV Premium;89,06 €;;N;0;;254;Menchu Rodríguez
10917;11516341E;28-11-26;11:19;VALENCIA;61;2;tv premium;85,58 €;10;s;0;;66;Manuel Sánchez
10812;83268515Q;07-03-26;14:41;C. La Mancha;25;M;Fibra+Móvil;42,42;4;NO;0;;649;Ana Ruiz
10124;73410552L;2025-12-24;08:02;Castilla La Mancha ;77;1;MOVIL 20GB;54,99 €;1;NO;0;;758;Ana Ruiz
10013;14617619P;24/08/2025;10:29;C. La Mancha;29;Hombre;Fibra600;121.82;5;NO;2;Avería técnica;130;Federico Álvarez
10190;91312969J;2025-10-13;08:15;Comunidad Valenciana;-3;1;TV Premium;33,95;3;S;2;Facturación;445;Federico Álvarez
10734;76471541L;13/02/2026;14:23;Cataluña;66;1;TV Premium;171,03 €;1;SI;4;AVERIA TECNICA;889;Menchu Rodríguez
10135;54715008V;2025-02-05;20:35;cataluña;-3;Hombre;TV Premium;6406;8;n;2;Facturación;486;Menchu Rodriguez
10965;65839722W;24-06-25;21:21;CASTILLA LA MANCHA;70;M;Móvil 50GB;34,55;1;SI;0;;288;Manuel Sánchez
10835;15526969B;03/02/2026;21:10;CLM;0;1;Móvil 50GB;31.30;8;Sí;;;168;Ana Ruiz
10841;19717686L;21/01/2026;17:01;C. Madrid;75;1;MOVIL 20GB;175.04;9;n;4;Instalación;863;Ana Ruiz
10641;48707609H;16/01/2026;13:41;Madrid;31;Hombre;FIBRA 600;103,78 €;;SI;;;87;Ana Ruiz
10636;80748414S;06/04/2026;12:45;Castilla la Mancha;999;m;TV Premium;40,06;2;NO;1;facturacion;561;Menchu Rodríguez
10086;77658685Q;22/07/2025;14:49;CLM;36;Hombre;Móvil 50GB;50,51;5;s;4;Portabilidad;846;Ana Ruiz
10032;14312450Q;07-11-26;19:57;Catalunya;39;Mujer;TV Premium;160,88;4;Sí;1;Portabilidad;450;Luciano Gómez
10290;30422115C;01/04/2025;16:45;C. Madrid;26;h;Fibra 600Mb;77,11;8;;2;AVERIA TECNICA;710;Gertrudis Pérez
10285;94693255B;06/25/2025;21:24;Castilla La Mancha ;24;H;FIBRA 600;52,11;9;NO;2;Atención al cliente;830;Gertrudis Pérez
11139;64998444A;2025-04-16;08:53;Catalunya;81;M;Fibra 600Mb;38.30;;No;2;Atención al cliente;673;Ana Ruiz
11190;15860536B;24/06/2025;12:05;VALENCIA;87;Mujer;MOVIL 20GB;58,44;6;N;1;Facturación;126;Gertrudis Pérez
10643;12499076A;03/01/2025;15:02;cataluña;30;M;Fibra 600Mb;78,12;3;NO;4;facturacion;474;Manuel Sánchez
10774;35232506E;11-06-26;18:29;ANDALUCIA;72;h;Fibra 600Mb;84.87;4;Sí;3;Facturación;359;Menchu Rodriguez
10070;14848758D;12/11/2026;14:27;CASTILLA LA MANCHA;0;M;Fibra600;46,52;2;No;2;facturacion;464;Menchu Rodríguez
10171;81619886K;2025-09-20;16:41;Cataluña;87;m;Fibra 600Mb;7811;3;n;0;;404;Ana Ruiz
10660;71643683S;20/01/2026;09:44;Comunidad Valenciana;33;2;Fibra 600Mb;152,78;4;Sí;0;;632;Menchu Rodríguez
11170;45380171D;15/07/2025;18:02;Castilla la Mancha;75;Hombre;Móvil 20GB;108,48;1;S;1;;725;Gertrudis Pérez
10156;61698188L;2026-08-26;08:41;madrid;999;1;TV Premium;39.19;;Sí;1;Instalación;180;Luciano Gómez
10422;50179474Z;24-09-26;10:47;Comunidad de Madrid;63;M;FIBRA + MOVIL;141,12;8;;;;265;Gertrudis Pérez
11056;25664371P;01/06/2025;10:02;Castilla la Mancha;20;1;TV Premium;98,84;2;Sí;4;facturacion;55;Manuel Sánchez
90335;10406940P;07/12/2026;20:15;MADRID;83;H;Fibra+Móvil;77.59;;s;2;Portabilidad;165;Luciano Gómez
10883;34841561A;06/10/2026;13:20;Catalunya;52;M;Fibra600;22.72;2;No;2;Instalación;482;Luciano Gómez
10780;34350775J;02/06/2025;12:15;Comunidad Valenciana;45;2;Fibra 600Mb;119,72;;No;1;facturacion;747;Menchu Rodríguez
10555;12370048J;08/18/2026;19:31;valencia;76;m;Móvil 20GB;147.65;;;0;;273;Menchu Rodríguez
10517;13976010M;08/01/2026;09:31;Comunidad de Madrid;24;h;Fibra+Móvil;57.26;2;No;1;Facturación;11200;Manuel Sánchez
10766;89423299R;2026-11-19;09:32;VALENCIA;;1;Móvil 20GB;161,14;9;Sí;0;;750;Luciano Gómez
10847;53304610S;04/20/2026;13:54;Castilla-La Mancha;58;h;tv premium;;2;s;1;;843;Ana Ruiz
10043;10772426N;09/05/2026;12:43;castilla la mancha;78;1;Fibra+Móvil;159,61;9;Sí;1;facturacion;599;Luciano Gómez
10264;50406363B;14-12-26;12:55;C. La Mancha;25;M;Fibra600;137,63;;N;3;Portabilidad;491;Federico Álvarez
10502;88185066Q;08/03/2025;10:47;cataluña;199;1;MOVIL 20GB;112.59;3;N;3;Portabilidad;675;Gertrudis Pérez
10099;59864084V;28/12/2026;12:12;Castilla la Mancha;33;Hombre;TV Premium;2981;8;;4;Facturación;511;Ana Ruiz
10620;85227071Q;2026-09-10;12:36;Andalucia;72;m;FIBRA + MOVIL;171,79 €;9;No;2;;312;Menchu Rodriguez
11032;37406306X;14/02/2025;15:45;CATALUÑA;78;2;FIBRA + MOVIL;147,17;;s;2;;473;Luciano Gómez
10794;17189676D;25/03/2026;11:59;Comunidad de Madrid;;2;tv premium;37,29 €;2;SI;3;facturacion;8400;Menchu Rodriguez
11076;98852337Q;2026-11-09;11:44;VALENCIA;23;m;tv premium;138.53;9;N;2;Facturación;576;Manuel Sánchez
10454;52912321X;24/05/2026;21:53;CATALUÑA;73;1;Fibra600;131.26;3;N;0;;7;Gertrudis Pérez
10159;98461781B;02/03/2025;20:02;andalucía;199;M;MOVIL 20GB;29,51 €;7;;3;Facturación;826;Menchu Rodríguez
10033;51110604S;19/03/2025;10:24;Castilla la Mancha;83;M;Fibra 600Mb;187,94;5;No;1;Atención al cliente;717;Manuel Sánchez
10082;79841207J;01/09/2025;15:40;castilla la mancha;37;Hombre;FIBRA 600;143,94;1;N;0;;502;Ana Ruiz
11019;85652692Y;17/09/2025;11:12;madrid;51;m;Fibra+Móvil;62,23;4;SI;0;;339;Federico Álvarez
10025;30286656X;27/05/2026;13:40;Andalucía;999;Mujer;tv premium;45.21;5;N;3;;528;Federico Álvarez
10133;29458077G;2025-01-24;16:11;Castilla La Mancha ;28;Hombre;TV Premium;53,10;9;N;1;;408;Gertrudis Pérez
10890;81078138C;2026-08-23;20:33;Comunidad Valenciana;60;h;FIBRA 600;73,59 €;;n;4;Atención al cliente;7;Gertrudis Pérez
90691;48058440F;13/12/2026;09:38;CASTILLA LA MANCHA;73;2;tv premium;;7;;2;Portabilidad;289;Menchu Rodriguez
11169;98760029C;12-03-26;08:58;C. Valenciana;199;M;FIBRA + MOVIL;87,26 €;7;n;2;Instalación;831;Menchu Rodríguez
10118;15670907T;09/01/2026;16:14;Andalucia;73;h;FIBRA + MOVIL;65,91 €;7;N;4;facturacion;236;Menchu Rodríguez
10609;46279842Y;06/09/2025;09:15;MADRID;77;Mujer;Fibra600;100.11;9;;0;;112;Gertrudis Pérez
10400;70311118Q;25/05/2026;08:21;Comunidad de Madrid;46;1;FIBRA 600;90.05;8;Sí;0;;246;Manuel Sánchez
10696;13951009P;20-03-25;10:09;valencia;86;2;FIBRA 600;172,20;6;;4;Facturación;148;Menchu Rodriguez
10665;27017768H;03/10/2026;12:15;ANDALUCIA;44;M;tv premium;70.95;5;No;3;;623;Manuel Sánchez
10616;49134109F;20/01/2026;09:08;Castilla-La Mancha;76;H;Fibra600;132,54;4;No;;;836;Ana Ruiz
11103;19127816A;04/01/2025;09:15;C. Valenciana;51;h;Fibra 600Mb;155,73;2;No;1;;200;Gertrudis Pérez
10606;54729304S;2025-08-01;12:54;cataluña;77;M;FIBRA + MOVIL;135.54;;n;0;;406;Menchu Rodriguez
10770;32540013E;2026-07-16;13:24;andalucía;74;1;tv premium;9344;2;s;1;facturacion;763;Ana Ruiz
11181;66997985J;15/06/2025;12:28;CATALUÑA;69;2;MOVIL 20GB;130,57;4;;0;;265;Ana Ruiz
10703;76620076A;2025-05-12;18:01;ANDALUCIA;40;1;TV Premium;114,77;9;;1;Facturación;383;Ana Ruiz
11185;29982600K;13/09/2025;20:42;C. Valenciana;69;m;tv premium;126,32;6;Sí;0;;328;Gertrudis Pérez
10612;19399929Z;03/01/2025;13:14;C. Valenciana;28;Hombre;Fibra 600Mb;185,63;10;S;0;;792;Gertrudis Pérez
11129;20307011B;14-05-26;11:28;MADRID;199;m;Fibra600;171,66;;;1;Atención al cliente;534;Ana Ruiz
10594;74738766Y;26/12/2026;08:12;Catalunya;-3;Hombre;FIBRA 600;137,37;;SI;0;;435;Gertrudis Pérez
10584;47868216S;2026-08-11;14:22;Andalucia;22;m;tv premium;164,83;5;n;0;;261;Menchu Rodríguez
10722;11726531P;2026-05-08;15:15;Castilla la Mancha;999;H;Fibra+Móvil;93,62;10;Sí;2;AVERIA TECNICA;11200;Luciano Gómez
10633;69974324R;27/06/2026;08:01;Castilla La Mancha ;19;M;Móvil 20GB;170,83;9;n;3;Facturación;246;Manuel Sánchez
10065;99835668E;27/01/2026;14:22;madrid;65;H;TV Premium;151,70 €;10;;1;;653;Manuel Sánchez
10456;68697666W;2025-07-20;14:09;Madrid;;H;Móvil 20GB;61.20;6;S;2;Atención al cliente;131;Gertrudis Pérez
10232;87191734V;12/03/2026;20:24;Castilla La Mancha ;46;M;TV Premium;3514;4;No;0;;212;Manuel Sánchez
10245;42408615V;15-05-26;18:46;Castilla la Mancha;0;Mujer;FIBRA 600;156.93;10;Sí;2;Instalación;287;Manuel Sánchez
10140;64118787V;2025-12-27;15:58;Catalunya;29;m;Fibra 600Mb;94,81;1;NO;3;;480;Manuel Sánchez
11012;16775373Y;01/12/2026;10:45;Comunidad de Madrid;;M;Móvil 50GB;125,45 €;1;S;0;;11200;Menchu Rodríguez
10677;85866966A;24/12/2025;11:54;Catalunya;199;H;FIBRA 600;72,46;9;SI;0;;740;Ana Ruiz
11081;49599643J;22-12-26;17:39;CLM;36;m;FIBRA + MOVIL;;;n;1;Facturación;779;Gertrudis Pérez
10481;71589967V;03/04/2026;17:26;Castilla la Mancha;34;M;FIBRA 600;9507;10;Sí;4;Avería técnica;97;Gertrudis Pérez
10214;83041823P;10/03/2025;20:32;Comunidad de Madrid;199;Hombre;FIBRA 600;128,54 €;;S;2;Instalación;231;Federico Álvarez
10383;65821502F;03-09-26;16:12;CASTILLA LA MANCHA;199;M;FIBRA 600;167.37;1;n;4;Portabilidad;675;Manuel Sánchez
10471;77733794D;11/11/2026;18:20;Castilla-La Mancha;70;H;Fibra 600Mb;92,80 €;;S;1;facturacion;393;Menchu Rodriguez
10915;88328112Y;27/11/2025;15:58;Castilla la Mancha;55;1;TV Premium;131,71;9;Sí;0;;814;Luciano Gómez
10891;98585968X;14/07/2026;16:39;C. La Mancha;75;m;MOVIL 20GB;182.02;8;SI;1;Atención al cliente;257;Luciano Gómez
11122;20269789N;19-12-26;13:52;CATALUÑA;46;2;Fibra600;89,86;6;;;;226;Federico Álvarez
10415;77699225P;26-05-26;12:34;andalucía;79;m;MOVIL 20GB;155.55;10;;;;4;Menchu Rodriguez
10334;94628538W;15/11/2026;11:16;Catalunya;68;h;FIBRA 600;127,92;2;Sí;2;;119;Manuel Sánchez
10357;52252350N;2025-05-05;10:52;C. La Mancha;52;H;FIBRA + MOVIL;62,38;7;No;0;;332;Gertrudis Pérez
10894;58114471Z;03/10/2026;08:48;VALENCIA;49;H;Fibra 600Mb;;5;S;1;Atención al cliente;330;Manuel Sánchez
10897;51465708E;16-04-25;21:29;VALENCIA;47;h;tv premium;35,53;;s;1;facturacion;461;Gertrudis Pérez
11099;92257860Y;24/07/2025;21:53;C. Madrid;19;Hombre;Fibra 600Mb;71,86;3;s;0;;169;Manuel Sánchez
10269;15915921P;27/07/2026;10:12;Comunidad de Madrid;76;m;tv premium;118,11;;;3;AVERIA TECNICA;382;Gertrudis Pérez
10526;70088296S;06/10/2025;21:09;ANDALUCIA;80;M;Fibra600;14246;6;SI;;;4;Manuel Sánchez
10444;24976846G;28/08/2025;16:17;Madrid;85;h;FIBRA 600;80,87;8;NO;1;facturacion;682;Menchu Rodríguez
10941;29406257E;2025-01-14;08:29;Castilla La Mancha ;0;M;Fibra+Móvil;107,16;5;Sí;1;Avería técnica;207;Gertrudis Pérez
11049;69795021Q;2025-11-28;14:50;CASTILLA LA MANCHA;52;h;FIBRA 600;36.66;2;SI;1;AVERIA TECNICA;610;Menchu Rodriguez
10679;83632510C;02/06/2026;10:37;Andalucia;35;H;Fibra600;152.65;4;s;2;Atención al cliente;8400;Menchu Rodriguez
11068;25069803L;25/11/2026;16:07;Comunidad de Madrid;19;m;FIBRA 600;40,61;8;n;0;;709;Menchu Rodríguez
10175;47003970W;08/02/2026;09:10;madrid;66;1;FIBRA + MOVIL;100.22;4;Sí;1;Facturación;233;Gertrudis Pérez
10610;44228160V;20/11/2025;11:09;valencia;29;1;Fibra600;164,63;6;No;;;800;Manuel Sánchez
10910;36861032Q;15/05/2026;15:45;CASTILLA LA MANCHA;79;Hombre;Fibra 600Mb;46,06;4;SI;2;Instalación;654;Menchu Rodriguez
10155;81295338P;18-12-26;10:49;Comunidad Valenciana;35;H;Móvil 20GB;47,02;;Sí;0;;505;Ana Ruiz
11070;33367354J;2025-03-09;16:19;Comunidad Valenciana;24;m;Móvil 50GB;74,35;10;n;1;AVERIA TECNICA;642;Menchu Rodríguez
10292;85484096R;2026-12-27;12:01;C. Madrid;41;Mujer;Móvil 50GB;56.57;4;;1;;883;Federico Álvarez
10056;15114482N;05/12/2026;14:54;Comunidad de Madrid;58;1;Fibra+Móvil;166,25;4;n;4;facturacion;399;Menchu Rodríguez
10829;20239569M;2026-01-13;13:51;VALENCIA;54;2;FIBRA 600;60.15;6;SI;2;Atención al cliente;461;Menchu Rodríguez
10229;18104735R;03/02/2026;15:50;CLM;41;H;Fibra 600Mb;111,66;5;No;2;;4;Ana Ruiz
10669;77073826G;08/02/2025;09:12;Castilla-La Mancha;20;2;FIBRA 600;30,17;;S;1;Atención al cliente;468;Menchu Rodriguez
10692;55844751K;05/11/2026;18:56;madrid;69;Hombre;Fibra+Móvil;31,25 €;10;Sí;2;AVERIA TECNICA;801;Federico Álvarez
10304;85723264V;10-07-25;20:14;Comunidad Valenciana;85;Hombre;FIBRA + MOVIL;107,59;6;No;4;;583;Luciano Gómez
10791;98000607X;2025-07-05;12:57;C. Valenciana;80;1;MOVIL 20GB;41.03;9;Sí;0;;249;Menchu Rodríguez
10713;76068162P;2025-08-15;14:19;Catalunya;36;2;Fibra600;110,65;;S;4;;849;Gertrudis Pérez
10861;25442320C;2025-10-19;12:48;madrid;;Mujer;Fibra 600Mb;121,77 €;9;No;4;Instalación;678;Federico Álvarez
10893;17369342H;2025-02-13;09:22;Andalucía;18;Hombre;Fibra600;36,95;;S;0;;501;Menchu Rodriguez
10802;27897890E;14/11/2025;17:34;castilla la mancha;-3;M;FIBRA + MOVIL;160.90;5;n;0;;774;Luciano Gómez
10902;94144262Z;08/03/2026;10:12;VALENCIA;85;2;MOVIL 20GB;31,89;10;;0;;683;Manuel Sánchez
10857;76254348C;19/12/2026;16:45;castilla la mancha;39;Hombre;tv premium;51,74 €;1;Sí;1;Avería técnica;8400;Menchu Rodriguez
10767;29013838X;2025-11-24;15:45;cataluña;58;h;FIBRA + MOVIL;179.53;9;N;0;;531;Federico Álvarez
10296;47803835Q;15/04/2026;09:25;Cataluña;77;M;Fibra+Móvil;37,31;;No;4;Atención al cliente;155;Luciano Gómez
10085;94498827G;2026-10-01;13:13;Madrid;32;M;FIBRA 600;;1;SI;1;Atención al cliente;826;Federico Álvarez
10659;44101688R;22/11/2025;10:29;ANDALUCIA;21;Hombre;FIBRA 600;131.67;7;NO;0;;292;Gertrudis Pérez
10945;36733271R;2025-11-11;10:33;C. Valenciana;199;Hombre;FIBRA + MOVIL;133,45;2;N;1;Atención al cliente;498;Gertrudis Pérez
10205;87309824P;01/03/2026;11:53;Comunidad de Madrid;52;M;FIBRA 600;155.84;1;Sí;0;;8400;Manuel Sánchez
10701;96432945P;12/07/2025;19:58;Andalucía;33;2;FIBRA + MOVIL;149,85;;s;0;;160;Gertrudis Pérez
10146;65735099H;28/04/2026;13:51;MADRID;-3;Hombre;Móvil 50GB;132,81 €;10;;0;;361;Menchu Rodríguez
10972;12970984E;26/02/2026;09:02;CLM;70;1;Fibra 600Mb;71.08;7;n;1;Instalación;8400;Gertrudis Pérez
10557;70943030Q;15/02/2025;13:59;Andalucía;46;Hombre;TV Premium;42,36 €;4;N;0;;401;Gertrudis Pérez
10279;81789385D;10/04/2025;14:11;madrid;19;1;tv premium;114.73;8;;1;;298;Menchu Rodríguez
10066;95699265Q;26/03/2025;20:55;C. La Mancha;37;m;Fibra 600Mb;174.25;8;Sí;2;Portabilidad;752;Ana Ruiz
10487;59880054S;26/10/2026;13:44;CATALUÑA;21;1;Fibra 600Mb;65,64 €;8;s;3;Facturación;754;Luciano Gómez
10566;31226346V;28-11-26;14:35;Comunidad de Madrid;59;h;FIBRA 600;130.52;2;SI;0;;456;Menchu Rodriguez
11125;25353939D;21/09/2026;08:32;andalucía;68;1;FIBRA 600;152.00;6;S;4;Facturación;8400;Gertrudis Pérez
11146;12778762Z;2025-08-20;13:30;VALENCIA;63;m;MOVIL 20GB;64,80;6;NO;4;Portabilidad;336;Menchu Rodriguez
10680;89238160Q;08/01/2026;09:38;CATALUÑA;51;1;FIBRA 600;113,26;3;;0;;820;Menchu Rodríguez
10298;90035020T;2026-06-08;18:21;CASTILLA LA MANCHA;999;1;MOVIL 20GB;148.02;9;;2;Avería técnica;192;Luciano Gómez
11054;84027819R;26-10-25;12:45;Andalucia;50;1;tv premium;27,45;1;SI;1;Avería técnica;772;Manuel Sánchez
10202;45320230M;12/10/2025;21:04;Comunidad Valenciana;39;Mujer;Fibra+Móvil;115,18 €;4;No;;;668;Gertrudis Pérez
90108;37594160Q;2025-04-07;10:38;Comunidad de Madrid;29;h;FIBRA 600;166,13;;NO;0;;886;Menchu Rodriguez
10150;94862555Y;05/07/2025;16:06;C. La Mancha;23;M;FIBRA + MOVIL;69.70;1;;1;AVERIA TECNICA;189;Menchu Rodríguez
11085;41636296D;24-10-25;21:28;Castilla la Mancha;21;m;Fibra 600Mb;128.69;10;No;4;Atención al cliente;291;Gertrudis Pérez
10725;99638369G;17/09/2025;14:54;andalucía;58;2;Fibra+Móvil;47,80;6;n;1;facturacion;676;Ana Ruiz
10139;12134374E;2026-06-03;12:31;Castilla la Mancha;22;h;Fibra+Móvil;;4;No;1;Facturación;122;Menchu Rodriguez
10564;18969429E;04/11/2025;12:34;CASTILLA LA MANCHA;48;Hombre;Fibra 600Mb;79,32;6;Sí;1;;806;Luciano Gómez
11163;33169529E;2026-09-24;13:02;Castilla La Mancha ;66;Mujer;Móvil 50GB;42,64;6;s;1;;472;Menchu Rodríguez
10958;43801062G;11/17/2026;08:11;MADRID;58;Hombre;Móvil 20GB;188,20 €;4;n;1;AVERIA TECNICA;264;Manuel Sánchez
10464;14361526H;22/08/2025;09:11;madrid;18;Mujer;TV Premium;;6;s;3;Instalación;719;Gertrudis Pérez
10872;49603092Z;02/26/2026;18:59;VALENCIA;60;H;Fibra 600Mb;138.53;3;NO;0;;80;Manuel Sánchez
10301;72987931R;2026-03-06;16:52;CASTILLA LA MANCHA;20;M;Fibra+Móvil;85,21 €;;N;1;;872;Menchu Rodríguez
10943;50687257T;19-04-26;08:20;Andalucía;999;h;MOVIL 20GB;163,68;2;;1;Facturación;369;Gertrudis Pérez
10417;99557392B;2025-07-12;14:55;CATALUÑA;999;H;MOVIL 20GB;22,98;2;s;1;Avería técnica;650;Federico Álvarez
10359;16339858M;09/12/2026;15:22;Comunidad de Madrid;-3;m;FIBRA 600;153,40;2;S;2;AVERIA TECNICA;458;Ana Ruiz
10384;23923532X;26/08/2025;19:50;C. La Mancha;77;Mujer;tv premium;36,01;9;S;2;Portabilidad;617;Manuel Sánchez
10064;54892100G;06/09/2025;11:39;madrid;31;1;Fibra+Móvil;;3;SI;1;Atención al cliente;334;Menchu Rodriguez
